mixed_accuracy,mixed_average,State_Register_accuracy,State_Register_average
0.5387755102040817,0.6061224489795919,0.0,0.42
0.5836734693877551,,1.0,
0.5306122448979592,,0.0,
0.5959183673469388,,0.0,
0.6285714285714286,,0.0,
0.6816326530612244,,0.0,
0.5551020408163265,,0.0,
0.6285714285714286,,1.0,
0.6,,1.0,
0.6,,0.0,
0.6,,0.0,
0.6204081632653061,,0.0,
0.5795918367346938,,1.0,
0.5836734693877551,,1.0,
0.5183673469387755,,0.0,
0.5877551020408164,,0.0,
0.5877551020408164,,1.0,
0.5428571428571428,,1.0,
0.6530612244897959,,1.0,
0.6408163265306123,,0.0,
0.5795918367346938,,1.0,
0.563265306122449,,0.0,
0.5836734693877551,,0.0,
0.5918367346938775,,1.0,
0.5673469387755102,,0.0,
0.6081632653061224,,0.0,
0.689795918367347,,0.0,
0.636734693877551,,0.0,
0.5795918367346938,,0.0,
0.6081632653061224,,1.0,
0.5387755102040817,,1.0,
0.5428571428571428,,1.0,
0.6448979591836734,,0.0,
0.5877551020408164,,1.0,
0.5795918367346938,,1.0,
0.5877551020408164,,0.0,
0.6040816326530613,,0.0,
0.6040816326530613,,1.0,
0.6040816326530613,,0.0,
0.5224489795918368,,1.0,
0.5714285714285714,,0.0,
0.6244897959183674,,0.0,
0.5959183673469388,,0.0,
0.5469387755102041,,0.0,
0.6326530612244898,,1.0,
0.5877551020408164,,0.0,
0.5836734693877551,,1.0,
0.6326530612244898,,1.0,
0.6326530612244898,,0.0,
0.6775510204081633,,0.0,
0.6244897959183674,,1.0,
0.6204081632653061,,1.0,
0.7591836734693878,,0.0,
0.5061224489795918,,0.0,
0.6857142857142857,,0.0,
0.5469387755102041,,0.0,
0.5714285714285714,,0.0,
0.6979591836734694,,0.0,
0.5877551020408164,,0.0,
0.6408163265306123,,1.0,
0.3836734693877551,,1.0,
0.5795918367346938,,0.0,
0.6244897959183674,,1.0,
0.5795918367346938,,0.0,
0.673469387755102,,0.0,
0.6489795918367347,,0.0,
0.673469387755102,,0.0,
0.5836734693877551,,0.0,
0.5755102040816327,,1.0,
0.5714285714285714,,1.0,
0.6326530612244898,,0.0,
0.5387755102040817,,1.0,
0.5877551020408164,,1.0,
0.5306122448979592,,1.0,
0.5836734693877551,,1.0,
0.6081632653061224,,1.0,
0.636734693877551,,0.0,
0.5306122448979592,,1.0,
0.7387755102040816,,0.0,
0.5836734693877551,,1.0,
0.5959183673469388,,1.0,
0.689795918367347,,1.0,
0.5755102040816327,,1.0,
0.6163265306122448,,0.0,
0.636734693877551,,0.0,
0.6857142857142857,,0.0,
0.6244897959183674,,1.0,
0.5714285714285714,,1.0,
0.6244897959183674,,0.0,
0.6408163265306123,,0.0,
0.6408163265306123,,1.0,
0.6204081632653061,,0.0,
0.5714285714285714,,1.0,
0.6979591836734694,,0.0,
0.689795918367347,,0.0,
0.6816326530612244,,0.0,
0.7142857142857143,,0.0,
0.6489795918367347,,0.0,
0.6,,1.0,
0.6122448979591837,,0.0,
